Date,Open,High,Low,Close,Adj Close,Volume
2019-04-01,284.700012,286.160004,284.399994,285.829987,283.138977,77617900
2019-04-02,286.040009,286.230011,285.089996,285.970001,283.277679,40070400
2019-04-03,287.320007,287.76001,285.75,286.420013,283.72345,68243200
2019-04-04,286.779999,287.459991,286.01001,287.179993,284.476288,48997500
2019-04-05,287.920013,288.630005,287.600006,288.570007,285.853241,58621700
2019-04-08,288.100006,288.910004,287.369995,288.790009,286.071136,53566300
2019-04-09,287.720001,288.079987,286.700012,287.309998,284.605072,66142300
2019-04-10,287.769989,288.390015,287.309998,288.290009,285.575867,52601500
2019-04-11,288.829987,288.839996,287.579987,288.209991,285.496613,55093100
2019-04-12,290,290.470001,288.26001,290.160004,287.428253,69727800
2019-04-15,290.23999,290.350006,289.079987,289.970001,287.240051,49596700
2019-04-16,290.950012,291.01001,289.5,290.160004,287.428253,52153200
2019-04-17,291.399994,291.429993,288.98999,289.450012,286.724945,58268300
2019-04-18,290.100006,290.320007,288.660004,290.019989,287.289551,68708500
2019-04-22,289.170013,290.440002,289.070007,290.269989,287.537201,40160100
2019-04-23,290.679993,293.140015,290.420013,292.880005,290.12262,52246600
2019-04-24,292.790009,293.160004,292.070007,292.230011,289.47876,50392900
2019-04-25,292.119995,292.779999,290.730011,292.049988,289.300415,57770900
2019-04-26,292.100006,293.48999,291.23999,293.410004,290.647675,50916400
2019-04-29,293.51001,294.450012,293.410004,293.869995,291.103302,57197700
2019-04-30,293.48999,294.339996,291.920013,294.019989,291.251892,81111700
2019-05-01,294.720001,294.950012,291.799988,291.809998,289.062714,71671900
2019-05-02,291.679993,292.700012,289.519989,291.179993,288.438629,65030200
2019-05-03,292.820007,294.339996,291.299988,294.029999,291.26181,56543700
2019-05-06,289.25,293.309998,288.899994,292.820007,290.063202,107198100
2019-05-07,290.149994,290.809998,285.809998,287.929993,285.219238,144729900
2019-05-08,287.529999,289.429993,286.869995,287.529999,284.822998,91568300
2019-05-09,285.230011,287.329987,283.299988,286.660004,283.961182,103471100
2019-05-10,285.619995,288.940002,282.299988,288.100006,285.387634,112429300
2019-05-13,282.420013,283.48999,279.929993,280.859985,278.21579,127290500
2019-05-14,281.98999,285.100006,281.850006,283.399994,280.731873,77003200
2019-05-15,281.589996,285.769989,281.359985,285.059998,282.376251,73956400
2019-05-16,285.839996,289.209991,285.76001,287.700012,284.991425,76749600
2019-05-17,285.140015,288.600006,285.119995,285.839996,283.148926,100353000
2019-05-20,284.059998,285.959991,283.119995,283.950012,281.276703,62877600
2019-05-21,285.829987,286.929993,285.549988,286.51001,283.812622,46847100
2019-05-22,285.450012,286.690002,285.100006,285.630005,282.940887,49482500
2019-05-23,283.160004,283.209991,280.570007,282.140015,279.483765,98733800
2019-05-24,283.73999,284.200012,282.089996,282.779999,280.117737,55268100
2019-05-28,283.089996,284.149994,280.130005,280.149994,277.512482,70029400
2019-05-29,278.910004,279.359985,276.709991,278.269989,275.650177,104972900
2019-05-30,279.109985,280.040009,277.809998,279.029999,276.403046,62523800
2019-05-31,276.200012,277.119995,275.23999,275.269989,272.678406,86862800
2019-06-03,275.309998,276.549988,273.089996,274.570007,271.985016,96428000
2019-06-04,277.119995,280.679993,276.619995,280.529999,277.888916,77231900
2019-06-05,282.329987,282.98999,280.320007,282.959991,280.296021,71169700
2019-06-06,283.290009,285.549988,282.570007,284.799988,282.118683,69430400
2019-06-07,285.929993,288.850006,285.73999,287.649994,284.941864,74272200
2019-06-10,289.369995,290.820007,288.869995,288.970001,286.249451,60799100
2019-06-11,290.98999,291.399994,288.179993,288.899994,286.180115,58641300
2019-06-12,288.640015,289.26001,287.820007,288.390015,285.674927,47096300
2019-06-13,289.399994,289.980011,288.619995,289.579987,286.853668,48945200
2019-06-14,289.26001,289.929993,288.410004,289.26001,286.536743,52324700
2019-06-17,289.519989,290.220001,289.179993,289.369995,286.64566,39205700
2019-06-18,291.390015,293.570007,290.98999,292.399994,289.647156,85434800
2019-06-19,292.549988,293.649994,291.470001,293.059998,290.300934,78674400
2019-06-20,296.040009,296.309998,293.130005,295.859985,293.074585,116570000
2019-06-21,294.130005,295.519989,293.76001,294,292.64856,83309500
2019-06-24,294.230011,294.579987,293.470001,293.640015,292.290222,47582700
2019-06-25,293.700012,293.730011,290.640015,290.76001,289.423462,82028700
2019-06-26,291.75,292.309998,290.350006,290.470001,289.134766,51584900
2019-06-27,291.309998,292.059998,290.890015,291.5,290.160034,40355200
2019-06-28,292.579987,293.549988,292.01001,293,291.653137,59350900
2019-07-01,296.679993,296.920013,294.329987,295.660004,294.300934,78705600
2019-07-02,295.609985,296.48999,294.679993,296.429993,295.067383,61504500
2019-07-03,297.179993,298.820007,297.019989,298.799988,297.426483,40898900
2019-07-05,297.440002,298.640015,296.01001,298.459991,297.088043,51677300
2019-07-08,297.01001,298.26001,296.220001,296.820007,295.455597,45841800
2019-07-09,295.540009,297.519989,295.480011,297.190002,295.823883,41101300
2019-07-10,298.369995,299.660004,297.779999,298.609985,297.237335,58448500
2019-07-11,299.320007,299.579987,298.200012,299.309998,297.934143,50826100
2019-07-12,299.850006,300.730011,299.51001,300.649994,299.267975,40326000
2019-07-15,301.130005,301.130005,300.190002,300.75,299.367523,33900000
2019-07-16,300.649994,300.880005,299.440002,299.779999,298.401978,36650100
2019-07-17,299.75,299.929993,297.73999,297.73999,296.371338,36036300
2019-07-18,297.190002,299.25,296.700012,298.829987,297.456329,51392600
2019-07-19,300.040009,300.070007,296.980011,297.170013,295.803986,58678600
2019-07-22,297.609985,298.5,297.040009,297.899994,296.530609,43638100
2019-07-23,299.140015,300.029999,298.220001,300.029999,298.650818,44564500
2019-07-24,299.190002,301.440002,299.089996,301.440002,300.054352,47213200
2019-07-25,300.940002,301,299.109985,300,298.620972,55394100
2019-07-26,300.76001,302.230011,300.619995,302.01001,300.621735,45084100
2019-07-29,301.880005,302.01001,300.850006,301.459991,300.074249,38126500
2019-07-30,299.910004,301.170013,299.48999,300.720001,299.337646,45849000
2019-07-31,300.98999,301.200012,295.200012,297.429993,296.062775,104245200
2019-08-01,297.600006,300.869995,293.959991,294.839996,293.48468,142646600
2019-08-02,293.850006,294.119995,290.899994,292.619995,291.274902,116749700
2019-08-05,288.089996,288.209991,281.720001,283.820007,282.51535,178745400
2019-08-06,285.910004,288.040009,284.279999,287.799988,286.477051,120711700
2019-08-07,284.399994,288.820007,282.040009,287.970001,286.646271,140572300
2019-08-08,289.619995,293.619995,289.01001,293.619995,292.270294,87713900
2019-08-09,292.579987,293.23999,289.649994,291.619995,290.27948,93730000
2019-08-12,289.959991,291.609985,287.019989,288.070007,286.745819,65527600
2019-08-13,287.73999,294.149994,287.359985,292.549988,291.2052,94299800
2019-08-14,288.070007,288.73999,283.76001,283.899994,282.594971,135622100
2019-08-15,284.880005,285.640015,282.390015,284.649994,283.341522,99556600
2019-08-16,286.480011,289.329987,284.709991,288.850006,287.522217,83018300
2019-08-19,292.190002,293.079987,291.440002,292.329987,290.986206,53571800
2019-08-20,291.769989,292.359985,289.950012,290.089996,288.756531,51596400
2019-08-21,292.480011,292.859985,291.720001,292.450012,291.105682,49524700
2019-08-22,293.230011,293.929993,290.399994,292.359985,291.016083,51666400
2019-08-23,290.920013,292.76001,283.470001,284.850006,283.540619,149161500
2019-08-26,287.269989,288,285.579987,288,286.676117,72423800
2019-08-27,289.540009,289.950012,286.029999,286.869995,285.551331,66668900
2019-08-28,286.140015,289.070007,285.25,288.890015,287.562042,59696700
2019-08-29,291.720001,293.160004,290.609985,292.579987,291.235077,57899400
2019-08-30,294.220001,294.23999,291.420013,292.450012,291.105682,62901200
2019-09-03,290.570007,291.579987,289.269989,290.73999,289.403534,69101400
2019-09-04,293.140015,294.059998,292.309998,294.040009,292.688385,46887300
2019-09-05,296.790009,298.829987,294,297.820007,296.450989,83258100
2019-09-06,298.170013,298.76001,297.420013,298.049988,296.679932,49584300
2019-09-09,299.140015,299.23999,297.160004,298.200012,296.829254,51260300
2019-09-10,297.359985,298.200012,295.970001,298.130005,296.759583,57947100
2019-09-11,298.470001,300.339996,297.75,300.25,298.869812,68821100
2019-09-12,301.25,302.459991,300.410004,301.290009,299.90506,72908700
2019-09-13,301.779999,302.170013,300.679993,301.089996,299.705963,62104800
2019-09-16,299.839996,301.140015,299.450012,300.160004,298.780243,58191200
2019-09-17,299.940002,301.019989,299.75,300.920013,299.536743,41475500
2019-09-18,300.48999,301.220001,298.23999,301.100006,299.715912,73375800
2019-09-19,301.529999,302.630005,300.709991,301.079987,299.695984,76560500
2019-09-20,300.359985,300.670013,297.410004,298.279999,298.279999,89565000
2019-09-23,297.549988,299,297.269989,298.209991,298.209991,43476800
2019-09-24,299.410004,299.839996,294.809998,295.869995,295.869995,94869400
2019-09-25,295.959991,298.109985,294.329987,297.619995,297.619995,71854000
2019-09-26,297.630005,297.859985,295.450012,297,297,56179700
2019-09-27,297.829987,297.950012,293.690002,295.399994,295.399994,84746600
2019-09-30,295.970001,297.549988,295.920013,296.769989,296.769989,51662400
2019-10-01,297.73999,298.459991,293,293.23999,293.23999,88242400
2019-10-02,291.5,291.51001,286.640015,288.059998,288.059998,122539500
2019-10-03,287.809998,290.450012,284.820007,290.420013,290.420013,85278800
2019-10-04,291.140015,294.630005,291.079987,294.350006,294.350006,65091200
2019-10-07,293.470001,295.26001,292.769989,293.079987,293.079987,59610500
2019-10-08,291.040009,291.850006,288.48999,288.529999,288.529999,95708100
2019-10-09,290.75,292.299988,290.059998,291.269989,291.269989,62359400
2019-10-10,291.179993,294.209991,291,293.23999,293.23999,55296300
2019-10-11,296.269989,298.73999,296.140015,296.279999,296.279999,98720400
2019-10-14,295.929993,296.670013,295.570007,295.950012,295.950012,40394800
2019-10-15,297.100006,299.700012,296.970001,298.880005,298.880005,46754500
2019-10-16,298.369995,299.160004,297.920013,298.399994,298.399994,48928200
2019-10-17,299.679993,300.23999,298.519989,299.279999,299.279999,45736600
2019-10-18,298.690002,299.399994,297.029999,297.970001,297.970001,64304000
2019-10-21,299.420013,300.209991,298.940002,299.98999,299.98999,39048600
2019-10-22,300.579987,300.899994,298.910004,299.01001,299.01001,48594700
2019-10-23,298.730011,299.940002,298.5,299.880005,299.880005,34352200
2019-10-24,300.910004,301.070007,299.459991,300.369995,300.369995,35453100
2019-10-25,299.73999,302.200012,299.679993,301.600006,301.600006,45205400
2019-10-28,302.940002,303.850006,302.910004,303.299988,303.299988,42147000
2019-10-29,303,304.230011,302.859985,303.209991,303.209991,44284900
2019-10-30,303.429993,304.549988,301.98999,304.140015,304.140015,49643900
2019-10-31,304.130005,304.130005,301.730011,303.329987,303.329987,69053800
2019-11-01,304.920013,306.190002,304.73999,306.140015,306.140015,71141500
2019-11-04,307.850006,308,306.959991,307.369995,307.369995,60606900
2019-11-05,307.589996,307.920013,306.709991,307.029999,307.029999,42933200
2019-11-06,307.029999,307.399994,306.059998,307.100006,307.100006,46487100
2019-11-07,308.570007,309.649994,307.660004,308.179993,308.179993,54272300
2019-11-08,307.799988,309,307.029999,308.940002,308.940002,49032100
2019-11-11,307.420013,308.540009,307.269989,308.350006,308.350006,35797300
2019-11-12,308.75,309.98999,308.149994,309,309,46484600
2019-11-13,307.910004,309.540009,307.660004,309.100006,309.100006,53917700
2019-11-14,308.790009,309.640015,308.089996,309.549988,309.549988,51219900
2019-11-15,311.019989,311.839996,310.26001,311.790009,311.790009,62023600
